n_samples,n_groups,max,distribution,simulation,distribution_truth,distribution_pred,varied,99_perc
60,3,0.2654422514619883,,precision,sparse,sparse,True,0.20096802536231878
80,3,0.2460429672942086,,precision,sparse,sparse,True,0.20801729106788847
100,3,0.24376400375111718,,precision,sparse,sparse,True,0.1707711746786941
120,3,0.21347211036953445,,precision,sparse,sparse,True,0.1727073275909326
140,3,0.20381772128127626,,precision,sparse,sparse,True,0.13570563339325906
160,3,0.22759671536845444,,precision,sparse,sparse,True,0.13816154707557754
180,3,0.1513644177117297,,precision,sparse,sparse,True,0.12072915716239069
200,3,0.22195783670620894,,precision,sparse,sparse,True,0.10782239381051202
220,3,0.13739377186475762,,precision,sparse,sparse,True,0.10297356690213179
240,3,0.13131272674080918,,precision,sparse,sparse,True,0.09219098851678782
260,3,0.17046479053558178,,precision,sparse,sparse,True,0.09947317357378259
280,3,0.21172831064840783,,precision,sparse,sparse,True,0.10090517071585497
300,3,0.10969426908519161,,precision,sparse,sparse,True,0.0883181989673137
400,3,0.10276810780855292,,precision,sparse,sparse,True,0.07158289674600915
600,3,0.08124875811882548,,precision,sparse,sparse,True,0.05620811612249854
800,3,0.0772203945790344,,precision,sparse,sparse,True,0.05211258766549574
1000,3,0.06420812045385724,,precision,sparse,sparse,True,0.0490231381594445
20,6,0.39464285714285713,,precision,sparse,sparse,True,0.32173641219491056
40,6,0.32794861967512484,,precision,sparse,sparse,True,0.2627952791599843
60,6,0.3104604602399873,,precision,sparse,sparse,True,0.2520352400957749
80,6,0.32739569677218594,,precision,sparse,sparse,True,0.21045834222013723
100,6,0.2534391490816285,,precision,sparse,sparse,True,0.18831233636999192
120,6,0.2522807275436838,,precision,sparse,sparse,True,0.1700698658937455
140,6,0.21080081225575553,,precision,sparse,sparse,True,0.1489396396820804
160,6,0.21571481770793183,,precision,sparse,sparse,True,0.13008269739261819
180,6,0.17553489863872884,,precision,sparse,sparse,True,0.12491762966630761
200,6,0.15199603501558473,,precision,sparse,sparse,True,0.12353312794579792
220,6,0.16384083904231977,,precision,sparse,sparse,True,0.1066823917129154
240,6,0.13303487200170833,,precision,sparse,sparse,True,0.0918710998705506
260,6,0.1464924290160676,,precision,sparse,sparse,True,0.10788012957329193
280,6,0.15194583312413978,,precision,sparse,sparse,True,0.10198467532360064
300,6,0.12736847939611862,,precision,sparse,sparse,True,0.09070750287815259
400,6,0.12061410667002373,,precision,sparse,sparse,True,0.07489308577556235
600,6,0.08125931983749324,,precision,sparse,sparse,True,0.05986051183812134
800,6,0.06774218219781702,,precision,sparse,sparse,True,0.05246926046342132
1000,6,0.08424216846235599,,precision,sparse,sparse,True,0.04928619500275598
20,8,0.43575808249721293,,precision,sparse,sparse,True,0.3012508674429546
40,8,0.35031470103200324,,precision,sparse,sparse,True,0.27880783019587985
60,8,0.3252837488431558,,precision,sparse,sparse,True,0.23285952777060331
80,8,0.26400817543626065,,precision,sparse,sparse,True,0.20717073375659242
100,8,0.23563476998563157,,precision,sparse,sparse,True,0.18398580413988777
120,8,0.22533706343877152,,precision,sparse,sparse,True,0.1692844111662204
140,8,0.1894302842491783,,precision,sparse,sparse,True,0.14998610834231477
160,8,0.18675646800323742,,precision,sparse,sparse,True,0.13313808961087065
180,8,0.16909665135469815,,precision,sparse,sparse,True,0.12617724524580534
200,8,0.15214693872804352,,precision,sparse,sparse,True,0.12435482627272709
220,8,0.18859524358109025,,precision,sparse,sparse,True,0.11117131627357615
240,8,0.1651231056341157,,precision,sparse,sparse,True,0.11426678164121973
260,8,0.1319794468709608,,precision,sparse,sparse,True,0.10673566259525057
280,8,0.144257060524985,,precision,sparse,sparse,True,0.09741490814692272
300,8,0.13560424079288141,,precision,sparse,sparse,True,0.09631111612659284
400,8,0.10544606861482358,,precision,sparse,sparse,True,0.08728779807679457
600,8,0.07970339221751715,,precision,sparse,sparse,True,0.06201222665318075
800,8,0.06157205253126319,,precision,sparse,sparse,True,0.05266243190044077
1000,8,0.08901240543574154,,precision,sparse,sparse,True,0.04884594221493559
20,20,0.38302452619843924,,precision,sparse,sparse,True,0.28868073388893234
40,20,0.4249707261500725,,precision,sparse,sparse,True,0.2552122853923091
60,20,0.29937326046643276,,precision,sparse,sparse,True,0.2307830729420039
80,20,0.2996829109770935,,precision,sparse,sparse,True,0.21627738145000583
100,20,0.4004841821583902,,precision,sparse,sparse,True,0.17733190191962378
120,20,0.2107082455033472,,precision,sparse,sparse,True,0.1661707106459401
140,20,0.1952219050691606,,precision,sparse,sparse,True,0.14980598612229035
160,20,0.20939313474279628,,precision,sparse,sparse,True,0.14941079020653325
180,20,0.1744023631042419,,precision,sparse,sparse,True,0.12350820929162215
200,20,0.16121573871189915,,precision,sparse,sparse,True,0.12039492370057439
220,20,0.15491660623716674,,precision,sparse,sparse,True,0.1178629736793096
240,20,0.15819266927091108,,precision,sparse,sparse,True,0.10961418256122368
260,20,0.1381677272201595,,precision,sparse,sparse,True,0.10300487458955339
280,20,0.12643437795575385,,precision,sparse,sparse,True,0.09613968471531903
300,20,0.13705516593910444,,precision,sparse,sparse,True,0.10224386674550223
400,20,0.10756427591353063,,precision,sparse,sparse,True,0.08414838698542036
600,20,0.1209204925794991,,precision,sparse,sparse,True,0.06369005284857496
800,20,0.07200723750076599,,precision,sparse,sparse,True,0.05804090341066104
1000,20,0.0696140456147202,,precision,sparse,sparse,True,0.05172684604621866
20,30,0.3577796151200925,,precision,sparse,sparse,True,0.2950242163237702
40,30,0.3191054056624657,,precision,sparse,sparse,True,0.25939587231710604
60,30,0.38834508087952685,,precision,sparse,sparse,True,0.22925825980664694
80,30,0.29364786089525186,,precision,sparse,sparse,True,0.20210031866643102
100,30,0.26616354899993,,precision,sparse,sparse,True,0.184324917318449
120,30,0.24027850494427122,,precision,sparse,sparse,True,0.17643223856866433
140,30,0.29748144442984403,,precision,sparse,sparse,True,0.15567166279047956
160,30,0.18708344362159657,,precision,sparse,sparse,True,0.14368723345829948
180,30,0.1945926902722651,,precision,sparse,sparse,True,0.14285579758641523
200,30,0.15936223874398736,,precision,sparse,sparse,True,0.12782191324186407
220,30,0.15117980043008444,,precision,sparse,sparse,True,0.1190846745426943
240,30,0.15374522683174205,,precision,sparse,sparse,True,0.109045345810406
260,30,0.18387714330055638,,precision,sparse,sparse,True,0.11297486489396402
280,30,0.15142697100654212,,precision,sparse,sparse,True,0.11091125843912654
300,30,0.14161552926654858,,precision,sparse,sparse,True,0.09636245014819736
400,30,0.11198650788600295,,precision,sparse,sparse,True,0.07641125409948352
600,30,0.08881291857327633,,precision,sparse,sparse,True,0.0697963721090393
800,30,0.07218639126804521,,precision,sparse,sparse,True,0.05704424242929041
1000,30,0.07038915543142799,,precision,sparse,sparse,True,0.05156384429509495
20,2,0.48918853469601514,,ccc,,,False,0.3973221296548728
20,2,0.4458186266807676,,ccc,,,True,0.38390208843229623
40,2,0.35999671464196903,,ccc,,,False,0.2945410515062015
40,2,0.3502512624299162,,ccc,,,True,0.2813876644322342
60,2,0.30638777425295116,,ccc,,,False,0.2315512577311079
60,2,0.32377966087842003,,ccc,,,True,0.21615911792700182
80,2,0.31260335058173394,,ccc,,,False,0.19866209708326987
80,2,0.28910151593964645,,ccc,,,True,0.18949359419509532
100,2,0.26052411262666514,,ccc,,,False,0.1944230719949661
100,2,0.24644055979075324,,ccc,,,True,0.19085482632523837
120,2,0.20004669120673618,,ccc,,,False,0.1606800102854967
120,2,0.20408619566835484,,ccc,,,True,0.1569956272529519
140,2,0.16665775656098367,,ccc,,,False,0.15055110202622693
140,2,0.16071307043808172,,ccc,,,True,0.14060735348179884
160,2,0.1848453986166252,,ccc,,,False,0.1350676794386751
160,2,0.16449893986780156,,ccc,,,True,0.13210815121165106
180,2,0.18575794695765827,,ccc,,,False,0.13416986804981357
180,2,0.1644955210355751,,ccc,,,True,0.12453321208685005
200,2,0.1987279010178727,,ccc,,,False,0.1278262448013663
200,2,0.1817175325833595,,ccc,,,True,0.12152985732211044
220,2,0.17948242475536147,,ccc,,,False,0.12138234724927742
220,2,0.17329270775509914,,ccc,,,True,0.11801895245334668
240,2,0.16272460056786833,,ccc,,,False,0.11633205147855362
240,2,0.16872810758742596,,ccc,,,True,0.11409379428478755
260,2,0.14036629322683655,,ccc,,,False,0.10695173798947398
260,2,0.13301136723477633,,ccc,,,True,0.10611746989588695
280,2,0.1356029964074697,,ccc,,,False,0.10580780688218194
280,2,0.11723898766295163,,ccc,,,True,0.09893918541570618
300,2,0.1442428888835518,,ccc,,,False,0.10591018602619956
300,2,0.1357830917744152,,ccc,,,True,0.09789067405949846
400,2,0.10658549836144116,,ccc,,,False,0.08524373069510416
400,2,0.10293715902343818,,ccc,,,True,0.08189800152726913
600,2,0.10231139671550682,,ccc,,,False,0.0733159994223416
600,2,0.10347659971006316,,ccc,,,True,0.07320892581614823
800,2,0.08433022893772867,,ccc,,,False,0.06316202966452542
800,2,0.08064568483973039,,ccc,,,True,0.06158475009272177
1000,2,0.07411736090825655,,ccc,,,False,0.058555366874544566
1000,2,0.0755493170808749,,ccc,,,True,0.056120993655141664
20,3,0.6437538651355137,,ccc,,,False,0.4398460215178643
20,3,0.5853307482125475,,ccc,,,True,0.4526425798250191
40,3,0.4519578588791083,,ccc,,,False,0.33190232037856493
40,3,0.418681170804462,,ccc,,,True,0.32013218325180587
60,3,0.3619807137640706,,ccc,,,False,0.26609195432927135
60,3,0.3403046460564372,,ccc,,,True,0.25450425288675793
80,3,0.2922990135829358,,ccc,,,False,0.2304653305183277
80,3,0.2945674129397899,,ccc,,,True,0.2227398395566508
100,3,0.2428229054926288,,ccc,,,False,0.19938230071692983
100,3,0.2381398187353716,,ccc,,,True,0.19054799927943064
120,3,0.24362246466682197,,ccc,,,False,0.18709646655052917
120,3,0.24324787388488361,,ccc,,,True,0.17894551212555854
140,3,0.23161049021079136,,ccc,,,False,0.1769248088186451
140,3,0.24291311986077094,,ccc,,,True,0.17091590522498587
160,3,0.23639913521691686,,ccc,,,False,0.16550804566950414
160,3,0.24500983522751507,,ccc,,,True,0.1627884663099377
180,3,0.19061812210108076,,ccc,,,False,0.15904986351498385
180,3,0.17804917322544855,,ccc,,,True,0.1479618404480715
200,3,0.20689368653912468,,ccc,,,False,0.13871446190962894
200,3,0.1897594286472725,,ccc,,,True,0.1361001000065588
220,3,0.17060439997943402,,ccc,,,False,0.13680364054056576
220,3,0.15219842051477656,,ccc,,,True,0.126703554875565
240,3,0.16956936323692695,,ccc,,,False,0.1328133613948736
240,3,0.16956936323692695,,ccc,,,True,0.12737341942233527
260,3,0.16275659650883284,,ccc,,,False,0.13430498882586117
260,3,0.16379940167460671,,ccc,,,True,0.12386302581542881
280,3,0.15202960823487144,,ccc,,,False,0.12085835303797077
280,3,0.14334054698375567,,ccc,,,True,0.11471061369799944
300,3,0.15286419167469664,,ccc,,,False,0.11839157898725416
300,3,0.15236142569032557,,ccc,,,True,0.11090337678244507
400,3,0.13456687760224373,,ccc,,,False,0.10880985482895104
400,3,0.11909297524454378,,ccc,,,True,0.10300576583541937
600,3,0.11581840924968108,,ccc,,,False,0.08517528564733345
600,3,0.10970311047388849,,ccc,,,True,0.08191055853783026
800,3,0.09489666476748963,,ccc,,,False,0.07437681434969207
800,3,0.09489666476748963,,ccc,,,True,0.07006368892415961
1000,3,0.1007913730339686,,ccc,,,False,0.06778121077901014
1000,3,0.08551252228062915,,ccc,,,True,0.06570666551645024
20,6,0.7584782925975083,,ccc,,,False,0.49067025845158885
20,6,0.6438771795726204,,ccc,,,True,0.4750300507744982
40,6,0.4186577205382017,,ccc,,,False,0.355213638853512
40,6,0.40165428708793927,,ccc,,,True,0.35049419205864524
60,6,0.3700405868737404,,ccc,,,False,0.2792307819444586
60,6,0.36928739687498086,,ccc,,,True,0.28250713393462223
80,6,0.32808621010621286,,ccc,,,False,0.2596285095670025
80,6,0.3447975320014945,,ccc,,,True,0.2533910110713242
100,6,0.2846178385939914,,ccc,,,False,0.23366383391165124
100,6,0.28414172321692527,,ccc,,,True,0.215956215700229
120,6,0.2477573395038162,,ccc,,,False,0.20115313845441607
120,6,0.23907629644771627,,ccc,,,True,0.19736876900626113
140,6,0.2764368406042233,,ccc,,,False,0.1935613911233536
140,6,0.2660320682787768,,ccc,,,True,0.18481326895438463
160,6,0.2657439497224747,,ccc,,,False,0.19380217558933527
160,6,0.25287442038983343,,ccc,,,True,0.188984748059535
180,6,0.2426952617255114,,ccc,,,False,0.16298447430617577
180,6,0.21740893113163118,,ccc,,,True,0.1599954234924378
200,6,0.22498547585965492,,ccc,,,False,0.16860611279238213
200,6,0.21653932822643457,,ccc,,,True,0.16131582398728064
220,6,0.20632574431953354,,ccc,,,False,0.1533033125086826
220,6,0.20016038036343173,,ccc,,,True,0.14591573595100749
240,6,0.2173757880938214,,ccc,,,False,0.15359672552455245
240,6,0.1829479206385199,,ccc,,,True,0.13505111602871855
260,6,0.1765004944332959,,ccc,,,False,0.15528888011456493
260,6,0.17284686642278635,,ccc,,,True,0.14773895567001627
280,6,0.1675573842144112,,ccc,,,False,0.1328965959207225
280,6,0.163011724038631,,ccc,,,True,0.12803794464733947
300,6,0.16496480065768737,,ccc,,,False,0.12994766807503721
300,6,0.16522957864833515,,ccc,,,True,0.12350445101791674
400,6,0.17807524642962796,,ccc,,,False,0.12258479139076865
400,6,0.1675489015170996,,ccc,,,True,0.11538582532181559
600,6,0.12909400253139505,,ccc,,,False,0.09282172706289941
600,6,0.11491075929162509,,ccc,,,True,0.0889887114266473
800,6,0.09586471126651162,,ccc,,,False,0.08483508144484786
800,6,0.09406721264654935,,ccc,,,True,0.08441530338076862
1000,6,0.0990480782700734,,ccc,,,False,0.06987074398517998
1000,6,0.09738923008107021,,ccc,,,True,0.06857861670434547
20,8,0.6500902108761373,,ccc,,,False,0.49615882384637094
20,8,0.5588012965879177,,ccc,,,True,0.4751194321562716
40,8,0.4717484167161992,,ccc,,,False,0.35919551687635154
40,8,0.4911538788682669,,ccc,,,True,0.3360886416214625
60,8,0.37702086724993716,,ccc,,,False,0.3090672285386219
60,8,0.3900470460753813,,ccc,,,True,0.2981635298435235
80,8,0.355576012595089,,ccc,,,False,0.2597845067874985
80,8,0.36095475683780676,,ccc,,,True,0.24833784197986397
100,8,0.32467978160303207,,ccc,,,False,0.24046032692715524
100,8,0.32479309442498006,,ccc,,,True,0.22595425074106093
120,8,0.28706691950941043,,ccc,,,False,0.2330718562530274
120,8,0.2916209699072664,,ccc,,,True,0.2195775541293285
140,8,0.36871001076201754,,ccc,,,False,0.20776824537847627
140,8,0.3675885990424752,,ccc,,,True,0.19152122780889033
160,8,0.23390472728060135,,ccc,,,False,0.18922152457187158
160,8,0.22401317135355625,,ccc,,,True,0.1806926658495808
180,8,0.2815663528175183,,ccc,,,False,0.18360773406845257
180,8,0.22711638944551907,,ccc,,,True,0.17533681441737659
200,8,0.2408032918891413,,ccc,,,False,0.1653362387079148
200,8,0.25005748009751855,,ccc,,,True,0.16191714659631276
220,8,0.18950130588508904,,ccc,,,False,0.15897412233235964
220,8,0.18586572284162256,,ccc,,,True,0.15154874995958686
240,8,0.20188363841547394,,ccc,,,False,0.15680472129983175
240,8,0.18098623994203625,,ccc,,,True,0.14776292511818184
260,8,0.17704516077629856,,ccc,,,False,0.1514696703971273
260,8,0.18113699736899833,,ccc,,,True,0.14206305435697206
280,8,0.1803900770256305,,ccc,,,False,0.14622989713329881
280,8,0.17954119087221573,,ccc,,,True,0.13802532724603706
300,8,0.21751905783196115,,ccc,,,False,0.13312723069950302
300,8,0.2040121414113981,,ccc,,,True,0.12690541755855164
400,8,0.17516791595144146,,ccc,,,False,0.11568907707115991
400,8,0.17384933700446534,,ccc,,,True,0.11338998146451902
600,8,0.14813312203105042,,ccc,,,False,0.09622057249623614
600,8,0.14882118858711188,,ccc,,,True,0.09717486596526828
800,8,0.117943621224519,,ccc,,,False,0.08329761895740301
800,8,0.11324261478261907,,ccc,,,True,0.07823995317196164
1000,8,0.08816019534286049,,ccc,,,False,0.07891940129087356
1000,8,0.08702016559839439,,ccc,,,True,0.07565711547760527
20,20,0.717873785366682,,ccc,,,False,0.5085186150361175
20,20,0.7333252190815654,,ccc,,,True,0.4878052930581159
40,20,0.4321550596836742,,ccc,,,False,0.37674002672059487
40,20,0.42224531804396925,,ccc,,,True,0.3519084433753162
60,20,0.38224217357251483,,ccc,,,False,0.31527670480599496
60,20,0.3689019797125331,,ccc,,,True,0.30945983640199326
80,20,0.37782452597506094,,ccc,,,False,0.25282809613935425
80,20,0.37787466561317484,,ccc,,,True,0.24974341721677282
100,20,0.3376274044390414,,ccc,,,False,0.24200150482773805
100,20,0.28783094326536096,,ccc,,,True,0.2380200497925427
120,20,0.29718258587997204,,ccc,,,False,0.2252211028681016
120,20,0.2981616124010714,,ccc,,,True,0.20437727831000937
140,20,0.267366912432239,,ccc,,,False,0.2042110042333684
140,20,0.26300413198197814,,ccc,,,True,0.19778091789592894
160,20,0.26606698294741105,,ccc,,,False,0.19403472534172034
160,20,0.2669909014910744,,ccc,,,True,0.1816091064674132
180,20,0.24330996019482332,,ccc,,,False,0.18717727377304424
180,20,0.23744495086113862,,ccc,,,True,0.1807661753191751
200,20,0.21884805104982802,,ccc,,,False,0.17840898788891785
200,20,0.21761972176448166,,ccc,,,True,0.1689837448220714
220,20,0.2061689599664345,,ccc,,,False,0.16825942658986753
220,20,0.20737825973985055,,ccc,,,True,0.15912100258993553
240,20,0.23278265470549642,,ccc,,,False,0.16475150186189447
240,20,0.22009076802795283,,ccc,,,True,0.15575417531590321
260,20,0.2183477759177196,,ccc,,,False,0.15498715521480425
260,20,0.19932521573283282,,ccc,,,True,0.1442495230997314
280,20,0.1908482234679206,,ccc,,,False,0.1499883149824682
280,20,0.19321718274912947,,ccc,,,True,0.1460687296949707
300,20,0.19379348220206097,,ccc,,,False,0.14932667773230351
300,20,0.19766181338007596,,ccc,,,True,0.14392386817102884
400,20,0.17426873497460008,,ccc,,,False,0.12590000217137867
400,20,0.16419553084843874,,ccc,,,True,0.11742961574086302
600,20,0.10861512540881214,,ccc,,,False,0.08840941646431986
600,20,0.11030099722484034,,ccc,,,True,0.08723213800305088
800,20,0.11596237058626419,,ccc,,,False,0.09029797177401899
800,20,0.11109666422533242,,ccc,,,True,0.08864145618990633
1000,20,0.09479715169740484,,ccc,,,False,0.0818051879908644
1000,20,0.09350393367816338,,ccc,,,True,0.07692981547039546
20,30,0.686007807172109,,ccc,,,False,0.5379331390197061
20,30,0.6103194605711452,,ccc,,,True,0.5128675058472237
40,30,0.44631284933098375,,ccc,,,False,0.38531459306028504
40,30,0.4262313053377087,,ccc,,,True,0.36350346761631513
60,30,0.40089799917323665,,ccc,,,False,0.311306690404064
60,30,0.3732774978975154,,ccc,,,True,0.28485688320476305
80,30,0.39769007391356576,,ccc,,,False,0.2774175652298795
80,30,0.33831534893049936,,ccc,,,True,0.2652750211837797
100,30,0.31449695791196736,,ccc,,,False,0.2300905060148275
100,30,0.3088087154627507,,ccc,,,True,0.22980422452369967
120,30,0.26919775985724975,,ccc,,,False,0.21840151623826218
120,30,0.27170298696313133,,ccc,,,True,0.20854857187807402
140,30,0.260619469363452,,ccc,,,False,0.21684642837654636
140,30,0.25016335900246267,,ccc,,,True,0.21040494709544344
160,30,0.2579443968887331,,ccc,,,False,0.19638500262637962
160,30,0.2586101468658621,,ccc,,,True,0.1963372654085964
180,30,0.27426758151652736,,ccc,,,False,0.20126790774156686
180,30,0.2591998722216326,,ccc,,,True,0.18674314520790558
200,30,0.24188069166900966,,ccc,,,False,0.19026721595883672
200,30,0.2399518727073635,,ccc,,,True,0.17659793142748328
220,30,0.24181402965076157,,ccc,,,False,0.1685737862369382
220,30,0.24204607473067705,,ccc,,,True,0.16188731726616654
240,30,0.21841674334125147,,ccc,,,False,0.17803082373195084
240,30,0.21582135836034086,,ccc,,,True,0.16158150348617117
260,30,0.19077677572451301,,ccc,,,False,0.15731249653565813
260,30,0.1897326668980334,,ccc,,,True,0.15245191220432394
280,30,0.18882614992294564,,ccc,,,False,0.15577555003899612
280,30,0.1873094796664969,,ccc,,,True,0.14453861762233838
300,30,0.17262807311055373,,ccc,,,False,0.1447226226207247
300,30,0.17402838376785137,,ccc,,,True,0.14040137299443317
400,30,0.14647580024269036,,ccc,,,False,0.12100600642854717
400,30,0.1375340078849895,,ccc,,,True,0.11476000837192057
600,30,0.11999408415087966,,ccc,,,False,0.09649141126888328
600,30,0.120071789929111,,ccc,,,True,0.09255348056434924
800,30,0.12843189142920078,,ccc,,,False,0.09225235583567157
800,30,0.10852864571987617,,ccc,,,True,0.08720423843981055
1000,30,0.12820301557509875,,ccc,,,False,0.08097737950913671
1000,30,0.10539890093375129,,ccc,,,True,0.07609577570254877
20,2,0.07026713706954607,,mae,,,False,0.057007581115004174
20,2,0.08461537577889552,,mae,,,True,0.0569510018285131
40,2,0.05976846334432645,,mae,,,False,0.04115629448646313
40,2,0.05358244420489097,,mae,,,True,0.042999859421845164
60,2,0.04089690450081737,,mae,,,False,0.03154706010552508
60,2,0.04406633321480907,,mae,,,True,0.03563094291389701
80,2,0.039866667120259075,,mae,,,False,0.030299444508772422
80,2,0.041889278150577886,,mae,,,True,0.03165952549438675
100,2,0.04056214776049433,,mae,,,False,0.02671506202058692
100,2,0.037391108783451726,,mae,,,True,0.0290298923187104
120,2,0.02894651122844219,,mae,,,False,0.023032678333152354
120,2,0.03507185270809143,,mae,,,True,0.025855900460099633
140,2,0.029104661648185204,,mae,,,False,0.021317195472581405
140,2,0.03229200632043511,,mae,,,True,0.02344660848105448
160,2,0.024356696336519407,,mae,,,False,0.02054025892100745
160,2,0.030663018716329926,,mae,,,True,0.02298519121688117
180,2,0.023765765811644107,,mae,,,False,0.018941442537038337
180,2,0.025351894552030824,,mae,,,True,0.02365955355472084
200,2,0.030056923588365148,,mae,,,False,0.018676024589412858
200,2,0.030359258708734627,,mae,,,True,0.021800128644954734
220,2,0.023123727409596867,,mae,,,False,0.016961131806158714
220,2,0.02718686705570242,,mae,,,True,0.021503785699844673
240,2,0.020628542129962124,,mae,,,False,0.01672548180427771
240,2,0.022683070277873946,,mae,,,True,0.019239192595422686
260,2,0.02046819123368171,,mae,,,False,0.015099705249075227
260,2,0.022702159990066,,mae,,,True,0.018881334152493535
280,2,0.01613711762984027,,mae,,,False,0.014509932858421653
280,2,0.022128660833505037,,mae,,,True,0.018406213290319037
300,2,0.01774708067609923,,mae,,,False,0.014591791421807984
300,2,0.024987928218299454,,mae,,,True,0.018406720057802587
400,2,0.016443914275488053,,mae,,,False,0.01311602506941908
400,2,0.022027703470029636,,mae,,,True,0.01636732735201466
600,2,0.013559325439850028,,mae,,,False,0.010027847903840094
600,2,0.01943785095499012,,mae,,,True,0.01421509233750321
800,2,0.01156840216183816,,mae,,,False,0.008440144857120043
800,2,0.01621325666576201,,mae,,,True,0.014101034131648673
1000,2,0.012741720122973643,,mae,,,False,0.00834193422128548
1000,2,0.017138448112476584,,mae,,,True,0.013310322276225896
20,3,0.08271009631342824,,mae,,,False,0.06191870329777253
20,3,0.08684694156949357,,mae,,,True,0.06579326907004351
40,3,0.06302728340935268,,mae,,,False,0.04759589307823158
40,3,0.06221359958842662,,mae,,,True,0.04986916570498096
60,3,0.05010544267475972,,mae,,,False,0.03632338197912547
60,3,0.06439062500234036,,mae,,,True,0.040675813117092736
80,3,0.036650534107264876,,mae,,,False,0.032781145572927765
80,3,0.04558415781943659,,mae,,,True,0.03691467898570171
100,3,0.03900491834707451,,mae,,,False,0.02820077482747398
100,3,0.046409870457670754,,mae,,,True,0.032407139721694296
120,3,0.03136196230938443,,mae,,,False,0.025377382913557314
120,3,0.03407859300914043,,mae,,,True,0.029967759436497494
140,3,0.030901526207239516,,mae,,,False,0.024247949135280063
140,3,0.03489894990886894,,mae,,,True,0.02772360674679998
160,3,0.028623102797594807,,mae,,,False,0.0229427283895159
160,3,0.03257718319418776,,mae,,,True,0.026584400746460266
180,3,0.025932556561738707,,mae,,,False,0.021125509264703496
180,3,0.0320336408311899,,mae,,,True,0.024678697001590526
200,3,0.027028424596079348,,mae,,,False,0.0203729188490612
200,3,0.03259166487574708,,mae,,,True,0.02413889302141573
220,3,0.02504613314997628,,mae,,,False,0.019561637726117433
220,3,0.03170111292120048,,mae,,,True,0.023630009425792495
240,3,0.02267215331105013,,mae,,,False,0.017809340193032226
240,3,0.028815252313981105,,mae,,,True,0.021735399964509676
260,3,0.02976020205777216,,mae,,,False,0.018304512328056917
260,3,0.032398395347105924,,mae,,,True,0.02336841449448614
280,3,0.022134778042886077,,mae,,,False,0.018434676661185253
280,3,0.02591285423833864,,mae,,,True,0.02193536338016658
300,3,0.0225166257613012,,mae,,,False,0.017789046179966503
300,3,0.03030471149678271,,mae,,,True,0.021763978161569695
400,3,0.02195241666889927,,mae,,,False,0.014222458884324527
400,3,0.024478369854455145,,mae,,,True,0.018541626683469144
600,3,0.01650730615465426,,mae,,,False,0.012214646119938116
600,3,0.023160349835823657,,mae,,,True,0.018987135783609315
800,3,0.01494008899563981,,mae,,,False,0.010877542645143646
800,3,0.020752266589555812,,mae,,,True,0.01625433597886893
1000,3,0.011920996254743688,,mae,,,False,0.009468710275039878
1000,3,0.01857506054511268,,mae,,,True,0.0154644861038626
20,6,0.10654737589304507,,mae,,,False,0.0724450276839398
20,6,0.106145329660769,,mae,,,True,0.08032647469026806
40,6,0.06824608002106855,,mae,,,False,0.05114517140059987
40,6,0.06750995385783676,,mae,,,True,0.05463210699612839
60,6,0.0581720444773596,,mae,,,False,0.04122526547322023
60,6,0.06163323506349708,,mae,,,True,0.04506659720054494
80,6,0.04050051985038458,,mae,,,False,0.03592531603966175
80,6,0.04878637112800682,,mae,,,True,0.03956041224882053
100,6,0.038626184621946,,mae,,,False,0.03319052850682779
100,6,0.04638180098558306,,mae,,,True,0.037472516620196086
120,6,0.04382390102831796,,mae,,,False,0.02969425214890135
120,6,0.042197121926453196,,mae,,,True,0.03139781618773632
140,6,0.0380784235591424,,mae,,,False,0.028067715890891312
140,6,0.037820897896790384,,mae,,,True,0.032396524829389144
160,6,0.03778058712004284,,mae,,,False,0.026022564964029615
160,6,0.043412637976350255,,mae,,,True,0.03331475311106949
180,6,0.03593662168490122,,mae,,,False,0.023911009679965844
180,6,0.039179238878156386,,mae,,,True,0.028154441972479682
200,6,0.031338386887113295,,mae,,,False,0.024899473125981942
200,6,0.03473459343398866,,mae,,,True,0.026674019380743857
220,6,0.026527797702525335,,mae,,,False,0.020580858690217477
220,6,0.03121707026926801,,mae,,,True,0.023625349707625587
240,6,0.028694259557276586,,mae,,,False,0.021255316895364067
240,6,0.03538693232643031,,mae,,,True,0.025692072268819244
260,6,0.02850599596573014,,mae,,,False,0.019603739724117518
260,6,0.03193883292644051,,mae,,,True,0.024455933209689838
280,6,0.023041207827556587,,mae,,,False,0.019475085366716684
280,6,0.030708147611329728,,mae,,,True,0.02271381029215854
300,6,0.025665966130599988,,mae,,,False,0.018170774720731257
300,6,0.031157409286787757,,mae,,,True,0.02375774096736329
400,6,0.02180646073437592,,mae,,,False,0.016339994424535178
400,6,0.0254687843782187,,mae,,,True,0.021591270879517132
600,6,0.017312781664090393,,mae,,,False,0.013605575600586577
600,6,0.025402178210607806,,mae,,,True,0.02032756063680898
800,6,0.014698250562788395,,mae,,,False,0.011755083513881104
800,6,0.02416586927336503,,mae,,,True,0.016741794580745768
1000,6,0.012826025824004855,,mae,,,False,0.010434045188303938
1000,6,0.01932636476788177,,mae,,,True,0.016702098846889474
20,8,0.09861836206441127,,mae,,,False,0.07394940131307347
20,8,0.0909207989790149,,mae,,,True,0.07122880428448738
40,8,0.07556240961477684,,mae,,,False,0.04999638982762617
40,8,0.06851409301470024,,mae,,,True,0.0565443025464586
